"published_date","published_platform","rating","type","helpful_votes","title","text"
"2016-09-12T12:46:16-04:00","Desktop","4","review","0","You could even feel your I.Q. increasing...","Don't miss this one when visiting Boston as you would get to roam around in one of the famous universities in the world. Just take note that some areas are prohibited to outsiders. The university is a relaxing place to stroll and if you are lucky, you could spot some events open for other people."
"2016-09-11T22:01:45-04:00","Desktop","4","review","0","Not to be missed when in Boston.","As usual when in Boston, Harvard university is a place to visit where produced the most US presidents etc. Enjoy the stroll surround Harvard university. By the way, d breakfast shop here quite good too."
"2016-09-10T19:00:36-04:00","Mobile","4","review","0","You have to ","How can you come to Cambridge and not visit Harvard ?   It's fun to walk around and just take in the history and beAuty of the campus.   "
"2016-09-10T18:27:36-04:00","Mobile","5","review","0","What can I say? it's Harvard!!!","Many more talented have described it before me. Read them, The Coop library proposes many books in Harvard.

You can take a tour guided by students.

The best experience is not to visit it but to study there."
"2016-09-06T12:17:54-04:00","Desktop","5","review","2","A must see/do when in Cambridge.","A must see/do when in Cambridge.I always like to walk around the grounds and since I was there with my college aged daughter last week during orientation, we were able to mingle with the excited and anxious new Harvard and MIT students walking to and fro to classes.  It was exciting.  Anyone can go to the ""Harvard yard"" and sit and relax."
"2016-09-05T13:38:18-04:00","Desktop","4","review","0","Good campus tour","We attended an information session followed by a campus tour led by a student. Both were good but the tour is outdoors, only. "
"2016-09-04T12:35:15-04:00","Desktop","4","review","0","History Palpable","An interesting place for a sunny day stroll. Unique historical architecture. The Peabody Museum provides an interesting stop with all the collections. Worth a stop but wouldn't go too far afield for a visit"
"2016-09-04T08:43:07-04:00","Mobile","5","review","0","Interesting visit ","We walked about one hour from Boston to Harvard University and on our way we got a good overview of Cambridge. After our walk we were just pausing some time in the  courtyard and watched the students. We also visited some of the buildings and the nice farmer market next to the premises. There are some good bookshops in the near neighborhood. "
"2016-09-03T09:58:59-04:00","Desktop","4","review","0","Harvard","Who wouldn't want to step foot there? Went to a couple of their museums and also enjoyed a free concert on the grounds. Peeked into a couple of classrooms. Beautiful old buildings."
"2016-09-01T18:02:30-04:00","Desktop","5","review","0","I may be biased - - -","- - - because I got a few degrees there, but just strolling through Harvard Yard (the original center of things) is a lovely experience: tall trees, old building, and fellow strollers from all over the world make it a unique ""promenade."""
"2016-08-31T12:36:50-04:00","Desktop","2","review","0","Underwhelmed","Had some time to kill one morning.  Decided to visit the ""great"" Harvard University.  Was very underwhelmed.  Students were just arriving for new school year.  Everything was locked down.  Campus is neither very pretty, nor well cared for."
"2016-08-30T03:12:18-04:00","Mobile","4","review","0","Wowed ","Visited this university as a teenager in our party wants to go to school here. We are all completely WOWed by the beauty of this place and how spectacular it is. (If you are a tourist go to the Harvard coop for all sorts of Harvard souvenirs!) "
"2016-08-29T16:14:03-04:00","Mobile","3","review","0","Interesting morning","We had a very nice guide called Abel  and we enjoyed the tour. He made it very interesting and had some good stories to tell. We would like to have seen more of the buildings and inside the library but the tour was outside only. We were a little underwhelmed actually but it was definitely worth doing."
"2016-08-29T08:07:12-04:00","Desktop","5","review","0","Very Interesting","We took a taxi over to Cambridge and although you can get the students to give you a guided tour we walked around on our own and it was interesting and awe inspiring.  There are students all over the place this time of year because it was orientation week so it was a perfect time to get the 'feel' of the place."
"2016-08-28T17:18:17-04:00","Desktop","4","review","0","nice hop on bus stop and walk to the Natural History museum","Walk from the bus stop to the Natural History Museum through the main part of the campus. We like the museum, the glass flowers and the dinosaur and whale exhibits."
"2016-08-28T08:49:31-04:00","Desktop","5","review","0","I'm so glad we went!","Our family of four including two teenagers decided to go see Harvard during a recent trip to Boston & I'm so glad we did.  Cambridge itself is a great area with lots of energy.  Initially, we were going to tour Harvard on our own, but decided to book a tour with Hahvahd Tours which are led by Harvard undergraduate students.  We are so glad we decided to go with the tour.  We learned so much more than we would have exploring on our own.  Our tour guide Cormac was entertaining & really did a great job of providing history & insight into a Harvard undergraduate experience."
"2016-08-27T08:55:14-04:00","Mobile","4","review","1","Harvard","We walked through the campus and marvelled at the beautiful setting; it must be wonderful to have the opportunity to attend this university."
"2016-08-27T07:32:34-04:00","Mobile","4","review","1","Nice walk around...","Very Nice area with old buildings and interesting History.  Lotd of toung people around their books, working on their things ... good spirit for a teenager... ;-)"
"2016-08-26T08:35:18-04:00","Desktop","5","review","0","Beautiful ...","Its a college of repute and is also a place worth visiting. The architecture, spaces , library etc will leave you transported to a different world..Back to college !"
"2016-08-26T03:47:37-04:00","Mobile","5","review","0","Enjoyable visit","We visited on moving in day so lots of activity going on!! There are walking tours available but we chose to wander around ourselves. Lots of interesting buildings and a good insight into life on campus! Even got to hear the band!!"
"2016-08-25T20:34:07-04:00","Desktop","4","review","0","Exciting to visit this world class educational institute","Self guided walking tour takes one around all historical landmarks around Harvard Square. It mainly covers the staying quarters and the huge Widener Library."
"2016-08-23T21:06:15-04:00","Mobile","5","review","0","Impressively","Great mix of old and young. The place where everyone want to learn and work on self.
Stunning huge area with parks, avenues and monuments."
"2016-08-23T06:21:41-04:00","Desktop","4","review","0","Well worth a look around","I have been to Boston numerous times and never made it to Harvard so this trip we decided to go. Whilst we were looking at the maps and different tours available we were approached by a gentleman who offered to give us a tour. In return he asked that we pay him what we felt his tour was worth. A few other people were also taking him up on his offer and so we joined them. He was very informative of the area and took us to various places in and around the university. The grounds are stunning and I was very pleased we had made the effort to visit. There is so much history in the area and so many stories that I would say, don't just get a map. Get a tour guide. They are worth the 10 bucks or so that you will pay. Without them, you will not get the full experience."
"2016-08-21T20:10:52-04:00","Desktop","4","review","1","Audio guide tour available","When you visit http://www.harvard.edu/on-campus/visit-harvard/tours/audio-tours you can download a series of audio files prepared by recent Harvard grads. That, combined with a walking tour map make for a great combination to successfully tour the university. I highly recommend it."
"2016-08-21T18:13:59-04:00","Mobile","5","review","0","Beautiful campus with SO much history!!","I would highly recommend touring the Harvard campus! It is such a beautiful campus, especially Harvard Yard and the buildings along the river. So much interesting history. The campus has very knowledgable, charismatic tour guides. Well worth the visit!"
"2016-08-17T18:58:58-04:00","Desktop","5","review","0","Harvard University tour is a must.","If visiting Cambridge and not a Yale or Princeton Alumnus, I would suggest you take the Harvard University Tour.  It costs $12, lasts about 10 minutes and is led by a Harvard underclassman.  Our guide was Carmack(?) and he was great.  True, many of his jokes must be told by all the guides but his presentation reminded me of a stand up comic who is dying on stage, pretty hilarious.  The tour goes into the history of the school, notable students, etc.  What I found interesting was that we visited just before the start of school.  It was pretty funny how the new Freshmen were welcomed by current undergrads.  They surrounded the ""lost and confused"" Freshmen and struck out in a loud/energetic sound and dance routine.  I only wished that I was welcomed like that on my first campus day as a Freshmen."
"2016-08-17T15:00:17-04:00","Mobile","5","review","0","Take your kids!","We hoped that at least one of our three children would be inspired to return here for a longer stay. But they just were not. Anyway, it was great to see the Harvard buildings, the students and the beautiful Cambridge surroundings. 
We left happy and gay because there were a lot of Pokémons to be found. "
"2016-08-16T18:38:33-04:00","Mobile","4","review","0","Family visit","Great walking tour.  So clean and full of history.  So many shops around the area and cute restaurant options.  Nice place to spend an afternoon or evening "
"2016-08-15T06:05:10-04:00","Mobile","5","review","1","Explore by foot","Harvard is a great place to explore by foot. Give yourself a half a day to explore on your own or with a tour. The architecture is old, classical and conservative. Very different from MIT. If you'd like to take a tour, free student tours are offered by the Harvard Information Center located at 1350 Massachusetts Ave. Be sure to check the online calendar for tour dates and times. It's not always offered.

Alternatively, you can pay for a 90 minute tour through a private company who hire students. This cost $10 and is called ""The Hahvahd Tour.""

Also, if you'd like to tour the campus on your own, the ""Harvard Tour"" app is available on both iOS and Android. Free wifi is available throughout the university.	"
"2016-08-14T20:06:51-04:00","Desktop","4","review","0","Very interesting","It was a very interesting visit because we were led by a Harvard university student. Her experience gave us a different view of the city and we would like out daughter to study there."
"2016-08-14T18:03:14-04:00","Desktop","4","review","0","visit","Harvard University does not need any review but so to say as a tourist one can learn the history of this institution and what great personalities made history after graduating from here and some of the known ones who chose to just drop out and make big names for themselves. The student housing areas were still alive during this time when everyone is on a vacation. How the old buildings are considered beautiful and the new ones ugly 😊. The memorial hall building only for freshman was a landmark , I wish we could have experienced the insides ! The church which was now under renovation dates back years and the huge literary which runs 54 miles of books was only for students but not the guests . You will learn a lot about these once u visit. The residences of Kennedys and Mark Zuckerberg to begin with . "
"2016-08-14T07:40:42-04:00","Desktop","5","review","0","Green pastures of Harvard University","I remember Harvard in the 60s and 70s with lots of free concerts and interesting people to talk with. "
"2016-08-13T09:59:10-04:00","Desktop","5","review","0","Buy a Guide Book and Read Before your begin Walking","The original Harvard Yard and Harvard College is now surrounded by other Harvard esteemed colleges. Some buildings the public can gain access to (although signage lists them as restricted). The interesting parts of Harvard are certainly easy to find, there is so much more to Harvard than the central core of the university. I strongly urge visitors to travel the less trodden paths and view some of the off the beaten path buildings, alleys, yards, and buildings. Many of these offer extraordinary views of art and architecture that is steeped in history. Please, avoid the canned tours and take a few minutes to sit on the lawn and take in the feel of the true Harvard. It is a living institution that happens to be part museum and very much a part of history. 
Is it a good rainy day activity? Yes, if you only have one day. It is a part of Boston that can not be missed. Bring an umbrella if you need to."
"2016-08-13T07:47:38-04:00","Desktop","5","review","2","Must see","If you are visiting Boston, you have to visit the most prestigious university of the USA. Don't be fooled by those shops selling tickets for 12$, every hour, students give free tours around the campus and tell you about its history. Informative and pleasant visit, and easy to get there by metro from Boston. Great!"
"2016-08-11T04:46:33-04:00","Desktop","4","review","1","Want to have a little fun with a friend or family member?","We were in Boston for a week or so, and headed over to Cambridge where we walked around Harvard's grounds - beautiful.

There are gates all around the campus - it appears they're dedicated by different classes, as their year is included in the wrought iron work.

At any rate, walking through the gate gave a sense of entering.  So I called my father (who thinks I cheated myself by deciding to stay home and raise kids) and said ""Hey, Dad!  I wanted you to be the first to know, I just entered Harvard!""  Poor guy.  He was so proud in that moment, and so disappointed the next, when I explained that I wouldn't be there more than an hour.

I'm sure that's not funny to everyone, but I thought I'd share for the rest of you..."
"2016-08-08T03:11:16-04:00","Desktop","5","review","1","Worth seeing","Definitely a historic place worth a stroll. Lovely buildings and courtyards, although I agree with other reviewers that it's probably best in fall rather than the sweltering day we visited! "
"2016-08-07T17:24:56-04:00","Desktop","5","review","0","Visit a University","We paid a visit to Harvard University. I had heard so much about the University, and happily it fulfilled my expectations. The University is such a huge campus, and with such beautiful and old buildings. It was a lifetime experience."
"2016-08-04T04:11:10-04:00","Mobile","5","review","0","Fantastic natural history and archaeological museums","I feel that this music was on par with anything I've seen in the Smithsonian. Fantastic museums, incredible fossil displays and an extensive Gem and Mineral display. I was lucky enough to see the glass models of plants and flowers while I was there."
"2016-08-03T05:57:31-04:00","Desktop","4","review","0","Harvard university tour","I took a tour of Harvard University - 'Free tour by foot'. the tour was given by Harvard students. They explained the Harvard culture quite well, showed where the popular graduates from Harvard lived. They also recommended restaurants in the Harvard Square area. I would highly recommend this tour to someone visiting Boston for a vacation. "
"2016-08-02T16:25:27-04:00","Desktop","5","review","0","Tour was awesome and hilarious","Tour was worth doing. We had Joe as our tour guide and he was awesome! He knew his history on Harvard and was very hilarious and made the tour fun! Had a great time at Harvard. Beautiful campus!"
"2016-08-02T15:30:57-04:00","Mobile","3","review","0","Don't Expect Too Much","My family and I were visiting Boston so we decided to take a short trip to Harvard University. Since it was raining, we just drove around. It wasn't that exciting, because there was no official Harvard entrance gate or anything similar to that. Overall, I would still reccomend visiting Harvard, but I wouldn't expect to be thrilled. "
"2016-08-01T17:27:45-04:00","Mobile","5","review","0","Loved the student led guided tour!!","We wanted to take a free guided tour but we never found the information office so we decided to pay and took a student led guided tour (12$ per person/ buy tickets at Harvard square) which lasted one hour. The tours seem to start at 10am and run every 30min. We took the 10am tour and it was not too crowded which enhanced the experience. The grounds are filled with tourists - you can wonder where all the students are!!
The tour was let by Branson and it was a very enjoyable experience. He was clear in his explanations and provided a lot of funny insights. We walked through the different university buildings (outside only) and learnt a lot about the campus history. Highly recommended. We had a great time!!
"
"2016-08-01T06:42:44-04:00","Desktop","4","review","1","Harcard campus: slightly disappointing","The tour we took of the campus was interesting, but I was expecting the campus to be prettier. I was surprised that none of the buildings match each other. My own beloved Ohio University campus is so much prettier. But overall a nice visit. "
"2016-07-31T19:27:58-04:00","Mobile","5","review","1","A university with a history ","We have learned a lot more about this prestigious University. We went there as we visited family in Boston, and my husband spend a summer there studying. So it was a remembrance for him and maybe the future for our kids. We wanted them to see it and we have been really impressed. Can you imagine that over 68000 students are applying and only 4000 are studying there. The campus is amazing, we booked a tour that Harvard students organizes so you get to know the place better and really wish you were there to study too. Sorry we could not visit the library one of the largest in the US. "
"2016-07-31T14:30:48-04:00","Mobile","5","review","0","Beautiful campus","Walked around Harvard and the campus was beautiful and really neat to see. They have beautiful buildings and statues. Definitely worth exploring the campus!"
"2016-07-31T14:23:10-04:00","Mobile","4","review","0","College visit","Well this bored my 13 year old tears...the senior and junior were ok. As college tours go, it was pretty par for the course. What I left with, out of the info session was, is that if you can make in...good grades, enticing essay...etc....Harvard is attainable for everyone...that was promising and felt good. The student run tour, had a few historical tidbits which I found interesting, and otherwise it was standard college tour fare! I was surprised to learn that Harvard was a liberal arts college..."
"2016-07-31T13:50:31-04:00","Desktop","5","review","0","Stunning!","What to say about this magnificent place? Cambridge and Harvard University are truly a gem! The atmosphere is fantastic; you can spend all day long walking around the campus and the adjacent streets and dorms. The different architectural's styles are engaging; the solitude of the campus is a real inspiration, you can stay as long as you want and enjoy the silence. I truly recommend Harvard and Cambridge!"
"2016-07-29T21:58:12-04:00","Desktop","5","review","2","A Definitely must visit","A Definitely must visit. Very impressive. Nice big, clean university. Did the student tours. The students are very impressive. Definitely was my highlight when we visited Boston."
"2016-07-29T19:59:13-04:00","Desktop","5","review","1","Simply Awesome","We finally got the chance to visit this great institution. My daughter said when she was 5 that she wanted to go to Harvard to study meteorology. She's 10 now and I hope she fulfills her dream. We were able to sit on the law just as they did in the movie Legally Blonde. SO much history at this school. It is worth the trip. "
"2016-07-28T12:30:18-04:00","Mobile","4","review","0","The history make it worthwhile. ","We visited on he advise of our daughter who had visited a year ago. Plus trip advisor gives Harvard a good rating. It wasn't as wow as we were expecting but the tour guide was excellent and the history of the place, the library story and the statue info made for a very interesting hour. 
The buildings were beautiful and the grounds well care for. You wouldn't visit Cambridge without taking the tour. "
"2016-07-28T12:03:12-04:00","Mobile","4","review","0","Good but didn't quite meet expectations","I visited the campus and took a 2hr walking tour. It was easy to get to. Take the red line train about 4 stops from downtown. It took about 10-15 mins and the train arrives just under Harvard Square.

As a tourist attraction it didn't meet my expectations but i still enjoyed it. Having been to oxford and cambridge i maybe unrealistically expected something as grand and picturesque, but harvard isnt quite that. Its very functional, most buildings are off limits and the garden areas are just grass. There is a range of shops and cafes around the Harvard Square.

I would recommend visiting but would suggest taking a tour once you get there. "
"2016-07-28T10:33:00-04:00","Desktop","3","review","0","Must see, but don't need to spend the day there.","Wasn't my favorite stop, but I'm sure I'd feel differently if we took an guided tour and heard stories and history.  Only had an hour to walk around, and that was enough for me.  Lots of foot traffic and tourist and the place shows it... yikes!"
"2016-07-27T18:22:15-04:00","Desktop","4","review","0","Interesting","Was good to go and have a look around this famous campus. Plenty of sights and the natural history museum was interesting. The nearby shops are pretty good too so it's worth making your way out to Hahhhvard."
"2016-07-27T16:19:31-04:00","Desktop","5","review","0","Harvard Campus Tour","Took the campus tour (which was led by the students, I forgot the name but I think there's only one. The stall is on the island in Harvard Square) with my friends and we had an excellent experience. 

The tour guide was Justin, he was funny and awesome!! The way he narrated the whole tour was on point, he walked and waited for most of the group (there's always going to be few people who would take their time and took pictures; me, myself, was one of them). His voice was loud and clear. If you want to do the tour, ask for Justin. You won't regret it. He told many interesting stories about the campus. I'm not gonna say it here, you need to take the tour yourself to hear it.

At the end of"
"2016-07-26T09:40:42-04:00","Desktop","4","review","0","Do the Havaad Tour","So much fun and Melissa, our guide, was awesome!  I loved her and her stories and personality.  I just wish that we could have seen inside some of the buildings, especially the library."
"2016-07-25T18:53:06-04:00","Mobile","5","review","0","Beautiful ","What a beautiful campus. It seems never ending. Old buildings and the museum of natural history is right there ( around the corner from Harvard law school ) there were several food trucks in the square and people playing a giant chess board. 
We walked around in awe for about an hour and saw there were several Tours. We learned the tours were free and you can join up any time ( just remember to tip
Your guide ) :) 
Don't miss Harvard square with the boutiques and the famous Harvard book store. 
"
"2016-07-25T12:57:09-04:00","Desktop","5","review","0","Harvard","Harvard - anyone here OUGHT to study; even research is study.  And it's costly UNLESS the brilliant in-demand student gets 'a free ride' from the University"
"2016-07-25T07:25:11-04:00","Mobile","3","review","0","Expectations","We came to check out the campus and man I was really disappointed by the grounds.  So ugly, good luck finding any flowers or anything pretty to look at.  The grass was not even well kept.  You would think they could spend a little money on landscaping.  There were tourist everywhere, we did fine without joining a tour.  If you sit outside the steps of Memorial church you will hear several tours stop by and give the run down.  Don't expect to enter many of the buildings, as most are for students, which is expected. The most interesting thing I saw was a truck full of bread. "
"2016-07-24T10:50:47-04:00","Desktop","4","review","2","Take A Tour","We took a one hour free tour of Harvard that took us through Harvard Yard. The tour provides interesting facts and historical information, and allows you to go into some of Harvard's many beautiful buildings. To take the free tour, go to the Richard and Susan F Smith Campus Center located at Mount Auburn and Dunster St."
"2016-07-23T19:31:25-04:00","Mobile","4","review","0","Busy place.","This was one of the busiest places we visited in the Boston area.  Lots of future student hopefuls and even more hopeful parents.  The campus has a lot of history and many lovely buildings.  It is worth the trip, even for a quick 1/2 hour walk through. You can't go into any buildings as a regular tourist.  Take note of the Henry Moore sculpture."
"2016-07-23T14:34:06-04:00","Mobile","4","review","1","Tour","I first spent some time walking the area but then decided to go with a tour. The latter added a lot of context, mixed with jokes around a sinking Titanic whenever the story allowed it. The tour is not a must, but a quick and cheap way to gather a lot of facts related to the university."
"2016-07-22T19:09:06-04:00","Desktop","4","review","0","Great cruise!","https://www.facebook.com/buzzfeedtasty/videos/1774789402773701/E did combo trip with Gray line hop off and on and really enjoyed cruise. We had Irish guide and ai can't recall his name but funny, interesting and just really enjoyed!"
"2016-07-22T16:14:39-04:00","Mobile","5","review","0","Great tour","We had Gianna, she was awesome. She was very energetic and animated. Great tour. Highly recommend this tour
She made the tour funny and interesting !
"
"2016-07-22T12:05:53-04:00","Mobile","4","review","0","Go with a tour guide","Harvard is a must do if you are in the Boston area. But go visit with a tour guide. They'll tell you so much more. Buildings don't have the sense of Agra and history that you get if you see Oxford. But the tour guide can tell you so much about the area. Widener hall in particular was great. "
"2016-07-22T07:56:43-04:00","Desktop","4","review","0","Lovely buildings","Harvard Yard is beautiful. The student led tours looked very popular and entertaining. Nice for a stroll through in the summer sunshine"
"2016-07-22T07:50:32-04:00","Mobile","5","review","0","Excellent free tour at Harvard","Wow! Our tour guide made our experience at Harvard one of the most memorable guided tours during our 2 weeks stay in the US. The walk through the yard, the funny stories and the amount of history she shared with us made us all feel smarter and wished we had had the opportunity to attend Harvard! If you are in Boston this is a must!!"
"2016-07-21T18:28:55-04:00","Desktop","5","review","0","Don't miss!","The museums - in particular, natural history - are spectacular. The glass flowers and animals are fascinating for all ages."
"2016-07-21T14:00:48-04:00","Mobile","5","review","0","Such beautiful buildings","We literally only walked past, but such beautiful buildings and surrounding scenery. 

Oh and we stopped off for coffee on campus. I have no idea what the name of the place was but the coffee was great"
"2016-07-20T02:22:39-04:00","Desktop","5","review","0","Awesome","Went the Harvard Museum of Natural History what a place well worth checking it out .The place had every animal it seemed on this plant and the meteor collection was amazing."
"2016-07-20T00:58:47-04:00","Desktop","5","review","1","Harvard University / Visiting the World's leading university is a must when visiting Boston","Harvard University was founded in 1632 and is the oldest center of learning in the World . It is rated the best university in the world ahead of Yale , Oxford and Cambridge . It is located on both sides of the Charles River and in a beautiful setting and same for the buildings housing 11 faculties , 21.000 students and 2.100 professors . The endowment fund is by far the biggest in the world with USD 37 billion . Students from 201 countries has attended Harvard . The Harvard Square is a great place for meeting up or having a meal while students are passing by . It is really a wonderful university and well worth a visit ."
"2016-07-19T16:13:33-04:00","Desktop","4","review","0","Harvard Yard - Always Busy","During the past 6 summers I've had the opportunity make my way through Harvard Yard on my way to and from class. I'm always struck by just how early the tours get going, and how many people are on campus.  Early mornings are my favorite, as it's quiet, shady and very few folks are around. The chairs around the Yard are usually empty in the mornings. By afternoon, it is tricky to navigate my way back through as I weave between tours in various languages and every chair is usually taken. The nearby food trucks make this a great stop for lunch, too."
"2016-07-18T07:24:52-04:00","Desktop","4","review","0","Always wanted to see Harvard","A very historic school. My wife and I went on a Sunday evening to check out university and its community. It was very busy with other tourists. Was not that exciting, but something to do."
"2016-07-17T20:03:46-04:00","Desktop","5","review","0","A university with its tradition !","We visited this university as part of the free walking tour at Cambridge. The college campus is awesome, full of history from renowned politicians to scientist, the old yard is amazing you have to see the memorial church, memorial hall and the library. Touring this university is like travel back in time. Please do visit some of the free exhibits in the library. I was convinced that this US university is indeed an American Treasure and icon."
"2016-07-16T16:59:16-04:00","Mobile","5","review","0","Wonderful!","A wonderful, inspiring, amazing place to visit and to study.
We made a walking tour and felt to inspires to study and leave there."
"2016-07-16T13:15:44-04:00","Mobile","5","review","0","Harvard Tour","Excellent tour of the Campus by our Tour Guide Jake, very informative and although the jokes were a bit lame we did have a good laugh. Good value for the money tour and would recommend it as part of any Boston itinerary."
"2016-07-15T20:37:09-04:00","Desktop","4","review","0","Interesting visit of a university with a forgotten past","There is so much interesting history to this ivy league school. Unfortunately it's been long forgotten."
"2016-07-14T11:48:13-04:00","Mobile","5","review","0","Herritage of note","Visited in March 2015. What a nice experience. The old buildings is a pretty site. The old gate where first years enter. All the old customs. And to think all of this started in 1634. Buildings are well maintained.  A pleasant visit."
"2016-07-14T04:23:45-04:00","Mobile","5","review","1","Entertaining and Informative Tour ","Really enjoyed our one hour tour round Harvard. The buildings take on a new life when you know why they were built , who lived in them and the stories that make up Harvard's history over the last 300+ years. Our guide ( Zach - 2nd year Psychology)  was informative entertaining and encouraged us to ask any questions on student life. did a neat backwards walk throughout the tour as well to keep facing us! $10 per person. Easy to walk."
"2016-07-13T18:34:17-04:00","Desktop","5","review","0","Free tours by foot","Excellent! Even though it was a very warm day, our guide, David P., made the journey very cool and as they say: once in Harvard you be come wiser"
"2016-07-13T16:38:40-04:00","Desktop","4","review","0","Prospective students tour and information session is great","Our daughter is considering attending Harvard so we came for the information session and tour.  Both were very well done and worth your time if you have a prospective student.   "
"2016-07-13T14:37:05-04:00","Desktop","4","review","1","Beautiful campus...historic and modern buildings","In summer, you can sit on the quad in lots of lawn chairs scattered around. Tons of people - most of them tourists - hanging out. LOADS of parents with high school-age children, all of them to marinate in the atmosphere - and hope that somehow a visit pays off come admission time.

Harvard Square is literally outside the gates. It's a little more buffed and polished over the last 25 years, fewer local shops, more chains trying to look ye-old shoppe or hipster modern.

The University has several outstanding museums. Visit their websites to see admission times and rates. Massachusetts residents get into the Harvard Museum free on Saturday mornings."
"2016-07-13T05:18:15-04:00","Desktop","5","review","0","Beautiful Campus with a great small town","Stopped in to get the Harvard experience. The campus is beautiful and the people were charming. We did not do to the guided tour but it is very easy to find your way around campus. The town surrounding the campus has so many great shops and eats. Harvard Square had everything anyone would ever need."
"2016-07-13T03:06:26-04:00","Mobile","4","review","0","Lovely grounds","We wanted to see Cambridge and Harvard and wandered around the grounds one morning for about an hour. The grounds and buildings are lovely (not quite as nice as Yale) and really well kept. "
"2016-07-10T08:33:44-04:00","Mobile","3","review","0","Good not great","I expected more from our visit to Harvard and although the University has some beauty it was simple without the ""Wow"" effect.  Someone said it is one of the only Universities that is also a tourist attraction.  It was crowded with too many people walking around, even large tour busses.  They would benefit from limited access for their personal interest tours and better grounds upkeep."
"2016-07-07T04:06:08-04:00","Mobile","5","review","0","Great tour and tour guide ","Our tour guide from Alaska (I say her name was Anna, but my GF says it was Katherine) gave us a complete and very informative tour around campus and introduce ourselves to the Harvard culture. She was very nice and willing to answer all our questions in spite of the amount of people of our huge group. Totally recommended!!!!"
"2016-07-05T18:25:47-04:00","Desktop","4","review","0","Harvard Tour by students","Easy to access by train. Our guide, Eric, had just finished his first year at Harvard and gave a great tour of the area. He shared lots of info about the history of Harvard and being a student there. It is worth taking this tour."
"2016-07-05T10:40:58-04:00","Mobile","5","review","0","Do the official tour given by the students ","It's worth touring one of the world's best universities with a current student of the university. They may not have all the facts and colourful stories, but they give the tour real meaning and context. Well worthwhile and inspiring for would be students. "
"2016-07-05T08:22:47-04:00","Mobile","5","review","0","Beautiful, Historic Campus","We did the Harvard Tour for $10 per person. It was led by a Harvard student and was very informative. You can purchase tickets in Harvard Square. What a beautiful campus with so much history and stories!!
"
"2016-07-04T12:38:08-04:00","Mobile","4","review","1","DIY walking tour in Cambridge ","I stayed at Boston Park Plaza near Public Garden, and form there I walked over to Harvard University. The thing I enjoy most when visiting a new place is just walking around to really see and experience the area. From my hotel to Harvard, it was a   an-hour-and-12-minute walk, according to Google Maps. If you are an urban hiker and are OK walking this kind of distance like me, read on!

From Public Garden, there are many streets running parallel to one another. I walked on all of them and the Esplanade toward Harvard Bridge. They are all charming. Newbury offers high-end shopping and the view of the Charles River walking along the Esplanade is wonderful. 

After crossing Harvard Bridge, you see MIT. I visited on the 4th of July, so unfortunately everything was closed. Otherwise, I would have been interested in visiting MIT Museum. After seeing MIT, stay on Massachusetts Avenue no matter what Google Maps says. I typed in Harvard University as my destination, and really got lost. So try some other destination or just stay on Massachusetts till you see Harvard. 

The area surrounding the University is very charming, with lots of eateries and shops. The red brick campus is, of course, worth a visit. Now, here's one of the highlights of my walking tour:

Whenever I plan a walking tour like this,  especially on Sunday or major holidays, I really worry about whether or not there are any toilets along the way. ( Harvard and MIT are universities, not amusement parks, people! ). I did some search and found a very recent article saying ""the very first public bathroom in the Harvard area made a ""grand opening"" in February, 2016!  The article sounded like the appropriateness of putting a public loo right in front of Harvard was controversial for many reasons. I was so curious I went to find it, and to see if it's really there.

The bathroom was very clean and  spacious, and very good-looking. Only one stall. For those who go to a bathroom twice a day, it might be laughable for me to write this much about one. But for others, it is an important issue. If I hadn't stumbled on the article about this new addition to the area, I probably would have visited Aquarium on the 4th. 

So, to whomever came up to this idea and made it happen, thank you very much. I really enjoyed visiting Cambridge on Independence Day, 2016.
"
"2016-07-03T20:31:36-04:00","Desktop","4","review","1","OK, So - It's Harvard","Harvard's not nearly as architecturally significant as the university its namesake attended [Cambridge University, England, as a student at Emmanuel College]. All the same, it's a nice campus for a walk about [ particularly during the peak of the autumn leaf's color splendor."
"2016-07-03T06:25:44-04:00","Mobile","4","review","0","Nice to visit","We were here on a Saturday, along with half of Boston, it seemed.

It was nice to wonder around the buildings.  There was plenty of shade from the old trees, so it was nice and cool.

Most of the university buildings are closed to the public."
"2016-07-02T11:23:09-04:00","Desktop","5","review","0","A great university!","Walking through Harvard Yard is a treat. Visit the Harvard art museums. The Harvard Business School campus across the Charles River is a delightful walk across the Weeks Footbridge."
"2016-07-02T05:02:59-04:00","Mobile","5","review","0","An exciting experience","Being in the campus that taught 10 presidents it's pretty awesome. Campus is beautiful full of trees and incredible buildings.
I took my children in a tour there and they loved it!"
"2016-07-01T19:27:45-04:00","Mobile","3","review","0","Exspected more","Went to the musuems and walked on campus. For a place that has been around for over 350 years the museums were pretty lame. The campus was nice but no nicer then lots of others i have been on. "
"2016-07-01T12:21:37-04:00","Desktop","5","review","0","Harvard Campus was amazing to experience. Highly recommendable","I also would like to give a special thanks to Zayan Faiyad for a great guided tour around campus; excellent in giving a personal touch and some exiting stories from her own experiences."
"2016-07-01T11:30:49-04:00","Mobile","3","review","0","Neat place","It was pretty cool to see one of the worlds best schools the campus is really cool to see and the student guides were informative."
